font,codepoint,stroke,confidence,apex_score,tail_source,rare_orientation,off_ink_tail
Assurbanipal,0x120b6,3,0.6025,0.8771,skeleton,0,0
Assurbanipal,0x120b6,4,0.5908,0.8933,network,0,0
Assurbanipal,0x120b6,5,0.6234,0.9419,network,0,0
Assurbanipal,0x120b6,6,0.1889,0.8416,network,0,0
Assurbanipal,0x120b6,7,0.3935,0.3935,skeleton,0,0
Assurbanipal,0x120b6,8,0.6261,0.7749,skeleton,0,0
Assurbanipal,0x120b6,9,0.7402,0.9194,network,0,0
Assurbanipal,0x120b6,10,0.0702,0.8804,network,0,0
Assurbanipal,0x120b7,1,0.7582,0.809,network,0,0
Assurbanipal,0x120b7,2,0.698,0.7659,network,0,0
Assurbanipal,0x120b7,3,0.8573,0.8573,network,0,0
Assurbanipal,0x120b7,4,0.8648,0.8907,network,0,0
Assurbanipal,0x120b7,5,0.7106,0.7866,network,0,0
Assurbanipal,0x120b8,1,0.6393,0.7217,skeleton,0,0
Assurbanipal,0x120b8,2,0.847,0.8719,network,0,0
Assurbanipal,0x120b8,3,0.05,0.4562,network,0,1
Assurbanipal,0x120b8,4,0.713,0.9155,network,0,0
Assurbanipal,0x120b8,5,0.4099,0.4099,skeleton,0,0
Assurbanipal,0x120b8,6,0.1645,0.6379,network,0,0
Assurbanipal,0x120b8,7,0.707,0.9329,network,0,0
Assurbanipal,0x120b8,8,0.014,0.9386,network,0,0
Assurbanipal,0x120b8,9,0.2379,0.884,skeleton,0,0
Assurbanipal,0x120b8,10,0.0424,0.428,network,0,0
Assurbanipal,0x120b8,11,0.4078,0.937,network,0,0
Assurbanipal,0x120b8,12,0.7982,0.9099,network,0,0
Assurbanipal,0x120b8,13,0.4956,0.8135,skeleton,0,0
Assurbanipal,0x120b8,14,0.1025,0.9271,skeleton,0,0
Assurbanipal,0x120b8,15,0.1226,0.4888,network,0,0
Assurbanipal,0x120b8,16,0.7106,0.7106,network,0,0
Assurbanipal,0x120b8,17,0.3113,0.519,network,0,0
Assurbanipal,0x120b8,18,0.7162,0.9002,network,0,0
Assurbanipal,0x120ba,1,0.6225,0.752,skeleton,0,0
Assurbanipal,0x120ba,2,0.0081,0.8629,network,0,0
Assurbanipal,0x120ba,3,0.849,0.8524,network,0,0
Assurbanipal,0x120ba,4,0.721,0.9361,network,0,0
Assurbanipal,0x120ba,5,0.5063,0.8306,skeleton,0,0
Assurbanipal,0x120ba,6,0.6864,0.6864,network,0,0
Assurbanipal,0x120ba,7,0.0003,0.6334,network,0,0
Assurbanipal,0x120ba,8,0.8038,0.9143,network,0,0
Assurbanipal,0x120ba,9,0.7256,0.9239,network,0,0
Assurbanipal,0x120ba,10,0.6429,0.8164,network,0,0
Assurbanipal,0x120ba,11,0.739,0.7909,network,0,0
Assurbanipal,0x120bd,1,0.6411,0.7705,skeleton,0,0
Assurbanipal,0x120bd,2,0.0062,0.8295,network,0,0
Assurbanipal,0x120bd,3,0.8457,0.8812,network,0,0
Assurbanipal,0x120bd,4,0.8069,0.8998,network,0,0
Assurbanipal,0x120bd,5,0.5229,0.6105,network,0,0
Assurbanipal,0x120bd,6,0.6993,0.7078,network,0,0
Assurbanipal,0x120be,1,0.0076,0.7567,network,0,0
Assurbanipal,0x120be,2,0.0061,0.8615,network,0,0
Assurbanipal,0x120be,3,0.8222,0.8222,network,0,0
Assurbanipal,0x120be,4,0.882,0.9158,network,0,0
Assurbanipal,0x120be,5,0.5756,0.8392,skeleton,0,0
Assurbanipal,0x120be,6,0.199,0.7753,network,0,0
Assurbanipal,0x120be,7,0.5818,0.8193,network,0,0
Assurbanipal,0x120be,8,0.0008,0.9143,network,0,0
Assurbanipal,0x120be,9,0.5288,0.908,network,0,0
Assurbanipal,0x120be,10,0.5823,0.7432,network,0,0
Assurbanipal,0x120be,11,0.5823,0.7994,network,0,0
Assurbanipal,0x120be,12,0.5931,0.871,network,0,0
Assurbanipal,0x120be,13,0.7567,0.9033,network,0,0
Assurbanipal,0x120be,14,0.7106,0.8053,network,0,0
Assurbanipal,0x120bf,1,0.6316,0.7178,skeleton,0,0
Assurbanipal,0x120bf,2,0.0065,0.8492,network,0,0
Assurbanipal,0x120bf,3,0.8278,0.8952,network,0,0
Assurbanipal,0x120bf,4,0.8193,0.9182,network,0,0
Assurbanipal,0x120bf,5,0.3422,0.7621,network,0,0
Assurbanipal,0x120bf,6,0.0142,0.5472,network,1,0
Assurbanipal,0x120bf,7,0.691,0.8582,network,0,0
Assurbanipal,0x120c2,1,0.5742,0.7495,skeleton,0,0
Assurbanipal,0x120c2,2,0.05,0.7349,network,0,1
Assurbanipal,0x120c2,3,0.848,0.8929,network,0,0
Assurbanipal,0x120c2,4,0.8952,0.9143,network,0,0
Assurbanipal,0x120c2,5,0.7542,0.7896,network,0,0
Assurbanipal,0x120c2,6,0.7749,0.7749,network,0,0
Assurbanipal,0x120c2,7,0.5107,0.8534,skeleton,0,0
Assurbanipal,0x120c2,8,0.6702,0.8791,network,0,0
Assurbanipal,0x120c2,9,0.002,0.8613,network,0,0
Assurbanipal,0x120c2,10,0.05,0.8179,network,1,1
Assurbanipal,0x120c2,11,0.05,0.8193,skeleton,0,1
Assurbanipal,0x120c2,12,0.348,0.9109,network,0,0
Assurbanipal,0x120c2,13,0.05,0.7506,network,0,1
Assurbanipal,0x120c2,14,0.0069,0.9244,network,0,0
Assurbanipal,0x120c2,15,0.6593,0.871,network,0,0
Assurbanipal,0x120c2,16,0.4407,0.9417,network,0,0
Assurbanipal,0x120c2,17,0.819,0.8193,network,0,0
Assurbanipal,0x120c2,18,0.6275,0.8047,skeleton,0,0
Assurbanipal,0x120c2,19,0.6926,0.882,network,0,0
Assurbanipal,0x120c3,1,0.4369,0.745,skeleton,0,0
Assurbanipal,0x120c3,2,0.0004,0.851,network,0,0
Assurbanipal,0x120c3,3,0.8549,0.8556,network,0,0
Assurbanipal,0x120c3,4,0.8549,0.9258,network,0,0
Assurbanipal,0x120c3,5,0.0094,0.8431,network,0,0
Assurbanipal,0x120c3,6,0.0211,0.8047,network,0,0
Assurbanipal,0x120c3,7,0.2604,0.7428,skeleton,0,0
Assurbanipal,0x120c3,8,0.0188,0.7905,skeleton,0,0
Assurbanipal,0x120c3,9,0.6792,0.8977,network,0,0
Assurbanipal,0x120c3,10,0.6491,0.8532,network,0,0
Assurbanipal,0x120c3,11,0.6702,0.8275,network,0,0
Assurbanipal,0x120c4,1,0.5024,0.715,skeleton,0,0
Assurbanipal,0x120c4,2,0.6976,0.8779,network,0,0
Assurbanipal,0x120c4,3,0.8444,0.8639,network,0,0
Assurbanipal,0x120c4,4,0.8754,0.9131,network,0,0
Assurbanipal,0x120c4,5,0.7058,0.8828,network,0,0
Assurbanipal,0x120c4,6,0.768,0.796,network,0,0
Assurbanipal,0x120c4,7,0.577,0.8515,network,0,0
Assurbanipal,0x120c4,8,0.707,0.7353,network,0,0
Assurbanipal,0x120c4,9,0.7585,0.8242,network,0,0
Assurbanipal,0x120c4,10,0.7206,0.8944,network,0,0
Assurbanipal,0x120c5,1,0.2458,0.7873,skeleton,0,0
Assurbanipal,0x120c5,2,0.6723,0.8544,skeleton,0,0
Assurbanipal,0x120c5,3,0.8449,0.8449,network,0,0
Assurbanipal,0x120c5,4,0.7166,0.9016,skeleton,0,0
Assurbanipal,0x120c5,5,0.6505,0.8648,network,0,0
Assurbanipal,0x120c5,6,0.0764,0.9176,skeleton,0,0
Assurbanipal,0x120c5,7,0.434,0.9339,network,0,0
Assurbanipal,0x120c5,8,0.0267,0.8749,network,0,0
Assurbanipal,0x120c5,9,0.0679,0.7174,network,0,0
Assurbanipal,0x120c5,10,0.304,0.8311,network,0,0
Assurbanipal,0x120c5,11,0.1069,0.9624,network,0,0
Assurbanipal,0x120c5,12,0.7318,0.8522,skeleton,0,0
Assurbanipal,0x120c6,1,0.5083,0.7253,skeleton,0,0
Assurbanipal,0x120c6,2,0.6766,0.7094,skeleton,0,0
Assurbanipal,0x120c6,3,0.8164,0.8568,network,0,0
Assurbanipal,0x120c6,4,0.8426,0.8426,network,0,0
Assurbanipal,0x120c6,5,0.0,0.8333,network,0,1
Assurbanipal,0x120c6,6,0.5684,0.7663,network,0,0
Assurbanipal,0x120c6,7,0.6964,0.7925,skeleton,0,0
Assurbanipal,0x120c6,8,0.5429,0.8328,skeleton,0,0
Assurbanipal,0x120c6,9,0.7817,0.7817,network,0,0
Assurbanipal,0x120c6,10,0.6549,0.7428,network,0,0
Assurbanipal,0x120c6,11,0.6442,0.8117,network,0,0
Assurbanipal,0x120c6,12,0.6442,0.8339,skeleton,0,0
Assurbanipal,0x120c6,13,0.6728,0.8022,network,0,0
Assurbanipal,0x120c8,1,0.5636,0.7284,skeleton,0,0
Assurbanipal,0x120c8,2,0.0172,0.6637,network,0,0
Assurbanipal,0x120c8,3,0.8465,0.888,network,0,0
Assurbanipal,0x120c8,4,0.8459,0.9063,network,0,0
Assurbanipal,0x120c8,5,0.0093,0.683,network,0,0
Assurbanipal,0x120c8,6,0.3849,0.939,network,0,0
Assurbanipal,0x120c8,7,0.5215,0.7379,network,0,0
Assurbanipal,0x120c8,8,0.0964,0.8507,network,0,0
Assurbanipal,0x120c8,9,0.5346,0.8639,network,0,0
Assurbanipal,0x120c8,10,0.6838,0.8926,network,0,0
Assurbanipal,0x120c8,11,0.0272,0.8922,network,0,1
Assurbanipal,0x120c8,12,0.119,0.8019,network,0,0
Assurbanipal,0x120c8,13,0.2411,0.9442,skeleton,0,0
Assurbanipal,0x120c8,14,0.8868,0.9365,network,0,0
Assurbanipal,0x120c8,15,0.7042,0.9271,network,0,0
Assurbanipal,0x120c8,16,0.7879,0.9244,network,0,0
Assurbanipal,0x120c8,17,0.0082,0.5689,network,0,0
Assurbanipal,0x120c8,18,0.7098,0.8505,network,0,0
Assurbanipal,0x120c9,1,0.5865,0.8196,skeleton,0,0
Assurbanipal,0x120c9,2,0.0065,0.8643,network,0,0
Assurbanipal,0x120c9,3,0.8333,0.8333,network,0,0
Assurbanipal,0x120c9,4,0.8597,0.9173,network,0,0
Assurbanipal,0x120c9,5,0.6955,0.8405,network,0,0
Assurbanipal,0x120c9,6,0.6947,0.8505,network,0,0
Assurbanipal,0x120c9,7,0.6719,0.7033,network,0,0
Assurbanipal,0x120c9,8,0.7166,0.8973,skeleton,0,0
Assurbanipal,0x120c9,9,0.5511,0.8884,network,0,0
Assurbanipal,0x120c9,10,0.711,0.7843,network,0,0
Assurbanipal,0x120ca,1,0.6293,0.779,skeleton,0,0
Assurbanipal,0x120ca,2,0.0081,0.8929,network,0,0
Assurbanipal,0x120ca,3,0.8167,0.8808,network,0,0
Assurbanipal,0x120ca,4,0.8026,0.8944,network,0,0
Assurbanipal,0x120ca,5,0.0127,0.8926,network,0,1
Assurbanipal,0x120ca,6,0.2144,0.9023,skeleton,0,0
Assurbanipal,0x120ca,7,0.0029,0.9073,skeleton,0,0
Assurbanipal,0x120ca,8,0.3455,0.3455,skeleton,0,0
Assurbanipal,0x120ca,9,0.1953,0.5224,network,0,0
Assurbanipal,0x120ca,10,0.4834,0.7691,network,0,0
Assurbanipal,0x120ca,11,0.5574,0.9185,network,0,0
Assurbanipal,0x120ca,12,0.0017,0.4596,skeleton,0,0
Assurbanipal,0x120ca,13,0.768,0.8041,skeleton,0,0
Assurbanipal,0x120ca,14,0.578,0.8199,network,0,0
Assurbanipal,0x120ca,15,0.05,0.9522,skeleton,1,1
Assurbanipal,0x120ca,16,0.4102,0.871,network,0,0
Assurbanipal,0x120ca,17,0.698,0.8292,network,0,0
Assurbanipal,0x120cb,1,0.6545,0.7746,skeleton,0,0
Assurbanipal,0x120cb,2,0.05,0.8661,network,0,1
Assurbanipal,0x120cb,3,0.8069,0.8395,network,0,0
Assurbanipal,0x120cb,4,0.886,0.8872,network,0,0
Assurbanipal,0x120cb,5,0.6123,0.867,network,0,0
Assurbanipal,0x120cb,6,0.4737,0.8333,skeleton,0,0
Assurbanipal,0x120cb,7,0.6384,0.9194,skeleton,0,0
Assurbanipal,0x120cb,8,0.7472,0.8652,network,0,0
Assurbanipal,0x120cb,9,0.6939,0.9339,network,0,0
Assurbanipal,0x120cb,10,0.6602,0.8222,network,0,0
Assurbanipal,0x120cb,11,0.6762,0.852,skeleton,0,0
Assurbanipal,0x120cc,1,0.6741,0.886,skeleton,0,0
Assurbanipal,0x120cc,2,0.6715,0.8135,skeleton,0,0
Assurbanipal,0x120cc,3,0.8078,0.8876,network,0,0
Assurbanipal,0x120cc,4,0.8368,0.8981,network,0,0
Assurbanipal,0x120cc,5,0.8527,0.9252,network,0,0
Assurbanipal,0x120cc,6,0.4158,0.9194,network,0,0
Assurbanipal,0x120cc,7,0.7793,0.9499,network,0,0
Assurbanipal,0x120cc,8,0.5564,0.9384,network,0,0
Assurbanipal,0x120cc,9,0.7487,0.8679,network,0,0
Assurbanipal,0x120cd,1,0.6357,0.726,skeleton,0,0
Assurbanipal,0x120cd,2,0.001,0.8306,network,0,0
Assurbanipal,0x120cd,3,0.8442,0.8762,network,0,0
Assurbanipal,0x120cd,4,0.8771,0.9112,network,0,0
Assurbanipal,0x120cd,5,0.7833,0.8117,network,0,0
Assurbanipal,0x120cd,6,0.642,0.8981,network,0,0
Assurbanipal,0x120cd,7,0.595,0.8575,network,0,0
Assurbanipal,0x120cd,8,0.4673,0.8745,network,0,0
Assurbanipal,0x120cd,9,0.2898,0.6741,network,0,0
Assurbanipal,0x120cd,10,0.7291,0.7291,network,0,0
Assurbanipal,0x120cd,11,0.4031,0.9365,network,0,0
Assurbanipal,0x120cd,12,0.7879,0.8706,network,0,0
Assurbanipal,0x120ce,1,0.3657,0.8336,skeleton,0,0
Assurbanipal,0x120ce,2,0.7663,0.8684,network,0,0
Assurbanipal,0x120ce,3,0.5751,0.5751,skeleton,0,0
Assurbanipal,0x120ce,4,0.8167,0.9096,network,0,0
Assurbanipal,0x120ce,5,0.6114,0.6637,skeleton,0,0
Assurbanipal,0x120ce,6,0.6109,0.8639,network,0,0
Assurbanipal,0x120ce,7,0.6293,0.8179,network,0,0
Assurbanipal,0x120ce,8,0.555,0.906,network,0,0
Assurbanipal,0x120ce,9,0.4024,0.7599,network,0,0
Assurbanipal,0x120ce,10,0.6602,0.8587,network,0,0
Assurbanipal,0x120ce,11,0.4927,0.9618,network,0,0
Assurbanipal,0x120ce,12,0.7635,0.8138,network,0,0
Assurbanipal,0x120d0,1,0.7687,0.8758,network,0,0
Assurbanipal,0x120d0,2,0.0044,0.6109,network,0,0
Assurbanipal,0x120d0,3,0.6188,0.7509,skeleton,0,0
Assurbanipal,0x120d0,4,0.7928,0.9118,network,0,0
Assurbanipal,0x120d0,5,0.0002,0.8661,network,0,1
Assurbanipal,0x120d0,6,0.3322,0.8895,skeleton,0,0
Assurbanipal,0x120d0,7,0.8309,0.8944,network,0,0
Assurbanipal,0x120d0,8,0.5404,0.907,network,0,0
Assurbanipal,0x120d0,9,0.2728,0.9089,network,0,0
Assurbanipal,0x120d0,10,0.6225,0.9312,network,0,0
Assurbanipal,0x120d0,11,0.0302,0.9317,network,0,0
Assurbanipal,0x120d0,12,0.6758,0.9384,network,0,0
Assurbanipal,0x120d0,13,0.7114,0.9219,network,0,0
Assurbanipal,0x120d0,14,0.0002,0.9499,network,0,1
Assurbanipal,0x120d0,15,0.7264,0.862,network,0,0
Assurbanipal,0x120d0,16,0.3858,0.8374,network,0,0
Assurbanipal,0x120d0,17,0.6943,0.8702,network,0,0
Assurbanipal,0x120d1,1,0.012,0.7495,network,0,0
Assurbanipal,0x120d1,2,0.0228,0.5453,network,0,0
Assurbanipal,0x120d1,3,0.8187,0.8551,network,0,0
Assurbanipal,0x120d1,4,0.8615,0.8852,network,0,0
Assurbanipal,0x120d1,5,0.5453,0.9205,skeleton,0,0
Assurbanipal,0x120d1,6,0.0079,0.4511,skeleton,0,0
Assurbanipal,0x120d1,7,0.0387,0.54,skeleton,0,0
Assurbanipal,0x120d1,8,0.7368,0.847,network,0,0
Assurbanipal,0x120d1,9,0.3621,0.9214,network,0,0
Assurbanipal,0x120d1,10,0.0571,0.8193,network,0,0
Assurbanipal,0x120d1,11,0.0004,0.321,skeleton,0,0
Assurbanipal,0x120d1,12,0.3277,0.8447,network,0,0
Assurbanipal,0x120d1,13,0.05,0.6188,network,0,1
Assurbanipal,0x120d1,14,0.6658,0.784,skeleton,0,0
Assurbanipal,0x120d1,15,0.7823,0.8973,network,0,0
Assurbanipal,0x120d1,16,0.7823,0.907,network,0,0
Assurbanipal,0x120d1,17,0.4066,0.8775,network,0,0
Assurbanipal,0x120d1,18,0.05,0.9158,skeleton,0,1
Assurbanipal,0x120d1,19,0.4902,0.9149,network,0,0
Assurbanipal,0x120d1,20,0.5554,0.8888,network,0,0
Assurbanipal,0x120d1,21,0.6684,0.8457,network,0,0
Assurbanipal,0x120d1,22,0.0048,0.8253,network,0,0
Assurbanipal,0x120d1,23,0.7356,0.8914,network,0,0
Assurbanipal,0x120d3,1,0.0017,0.6736,network,0,0
Assurbanipal,0x120d3,2,0.6183,0.7827,skeleton,0,0
Assurbanipal,0x120d3,3,0.8459,0.8693,network,0,0
Assurbanipal,0x120d3,4,0.8578,0.903,network,0,0
Assurbanipal,0x120d3,5,0.1543,0.9358,network,0,0
Assurbanipal,0x120d3,6,0.6361,0.906,network,0,0
Assurbanipal,0x120d3,7,0.408,0.9255,skeleton,0,0
Assurbanipal,0x120d3,8,0.785,0.8736,network,0,0
Assurbanipal,0x120d3,9,0.8336,0.8336,network,0,0
Assurbanipal,0x120d3,10,0.7025,0.8791,network,0,0
Assurbanipal,0x120d3,11,0.595,0.8639,network,0,0
Assurbanipal,0x120d3,12,0.7094,0.8666,network,0,0
Assurbanipal,0x120d4,1,0.6397,0.6822,skeleton,0,0
Assurbanipal,0x120d4,2,0.8771,0.8864,network,0,0
Assurbanipal,0x120d4,3,0.0076,0.4402,network,0,0
Assurbanipal,0x120d4,4,0.8146,0.9016,skeleton,0,0
Assurbanipal,0x120d4,5,0.1851,0.8472,network,0,0
Assurbanipal,0x120d4,6,0.2956,0.7902,network,0,0
Assurbanipal,0x120d4,7,0.1353,0.8284,skeleton,0,0
Assurbanipal,0x120d4,8,0.0833,0.8944,network,0,0
Assurbanipal,0x120d4,9,0.603,0.8604,network,0,0
Assurbanipal,0x120d4,10,0.05,0.962,skeleton,0,1
Assurbanipal,0x120d4,11,0.777,0.9339,network,0,0
Assurbanipal,0x120d4,12,0.4557,0.8554,skeleton,0,0
Assurbanipal,0x120d4,13,0.2048,0.9392,skeleton,0,0
Assurbanipal,0x120d4,14,0.7233,0.8868,network,0,0
Assurbanipal,0x120d4,15,0.7233,0.8732,skeleton,0,0
Assurbanipal,0x120d4,16,0.0057,0.5063,network,0,0
Assurbanipal,0x120d4,17,0.8941,0.8977,network,0,0
Assurbanipal,0x120d4,18,0.409,0.9002,network,0,0
Assurbanipal,0x120d4,19,0.6527,0.8661,network,0,0
Assurbanipal,0x120d5,1,0.6095,0.761,skeleton,0,0
Assurbanipal,0x120d5,2,0.6939,0.8688,skeleton,0,0
Assurbanipal,0x120d5,3,0.8376,0.8715,network,0,0
Assurbanipal,0x120d5,4,0.8539,0.906,network,0,0
Assurbanipal,0x120d5,5,0.6876,0.8706,network,0,0
Assurbanipal,0x120d5,6,0.5433,0.8684,network,0,0
Assurbanipal,0x120d5,7,0.6086,0.8629,network,0,0
Assurbanipal,0x120d5,8,0.0062,0.9504,network,0,0
Assurbanipal,0x120d5,9,0.6939,0.9134,network,0,0
Assurbanipal,0x120d5,10,0.6745,0.9508,network,0,0
Assurbanipal,0x120d5,11,0.7253,0.8384,skeleton,0,0
Assurbanipal,0x120d6,1,0.6589,0.7899,skeleton,0,0
Assurbanipal,0x120d6,2,0.0083,0.7803,network,0,0
Assurbanipal,0x120d6,3,0.8035,0.8465,network,0,0
Assurbanipal,0x120d6,4,0.8741,0.9191,network,0,0
Assurbanipal,0x120d6,5,0.2349,0.8155,skeleton,0,0
Assurbanipal,0x120d6,6,0.01,0.8852,network,0,0
Assurbanipal,0x120d6,7,0.7866,0.7866,network,0,0
Assurbanipal,0x120d6,8,0.6035,0.8556,network,0,0
Assurbanipal,0x120d6,9,0.0008,0.6266,network,0,1
Assurbanipal,0x120d6,10,0.6118,0.7571,skeleton,0,0
Assurbanipal,0x120d6,11,0.8047,0.9294,skeleton,0,0
Assurbanipal,0x120d6,12,0.6906,0.8126,network,0,0
Assurbanipal,0x120d7,1,0.8259,0.8984,network,0,0
Assurbanipal,0x120d7,2,0.6736,0.6914,skeleton,0,0
Assurbanipal,0x120d7,3,0.0021,0.7206,network,0,0
Assurbanipal,0x120d7,4,0.8457,0.9297,network,0,0
Assurbanipal,0x120d7,5,0.7337,0.8001,network,0,0
Assurbanipal,0x120d7,6,0.2037,0.8561,skeleton,0,0
Assurbanipal,0x120d7,7,0.0001,0.7284,skeleton,0,0
Assurbanipal,0x120d7,8,0.3661,0.9127,network,0,0
Assurbanipal,0x120d7,9,0.7276,0.8998,network,0,0
Assurbanipal,0x120d7,10,0.05,0.7299,network,0,1
Assurbanipal,0x120d7,11,0.1007,0.867,network,0,0
Assurbanipal,0x120d7,12,0.3723,0.3723,network,0,0
Assurbanipal,0x120d7,13,0.6606,0.9442,network,0,0
Assurbanipal,0x120d7,14,0.6567,0.8907,network,0,0
Assurbanipal,0x120d7,15,0.7241,0.7241,network,0,0
Assurbanipal,0x120d8,1,0.5722,0.8355,network,0,0
Assurbanipal,0x120d8,2,0.7154,0.8295,skeleton,0,0
Assurbanipal,0x120d8,3,0.8056,0.8056,network,0,0
Assurbanipal,0x120d8,4,0.8256,0.8903,network,0,0
Assurbanipal,0x120d8,5,0.4571,0.908,skeleton,0,0
Assurbanipal,0x120d8,6,0.3143,0.8661,skeleton,0,0
Assurbanipal,0x120d8,7,0.5722,0.9093,skeleton,0,0
Assurbanipal,0x120d8,8,0.7732,0.7732,network,0,0
Assurbanipal,0x120d9,1,0.2422,0.6813,skeleton,0,0
Assurbanipal,0x120d9,2,0.616,0.8559,skeleton,0,0
Assurbanipal,0x120d9,3,0.8408,0.8408,network,0,0
Assurbanipal,0x120d9,4,0.8578,0.8895,network,0,0
Assurbanipal,0x120d9,5,0.3471,0.7863,network,0,0
Assurbanipal,0x120d9,6,0.6906,0.7454,skeleton,0,0
Assurbanipal,0x120d9,7,0.0335,0.8138,network,0,0
Assurbanipal,0x120d9,8,0.7476,0.8333,network,0,0
Assurbanipal,0x120db,1,0.6632,0.7198,skeleton,0,0
Assurbanipal,0x120db,2,0.0008,0.6118,network,0,0
Assurbanipal,0x120db,3,0.8397,0.8959,network,0,0
Assurbanipal,0x120db,4,0.8295,0.8872,network,0,0
Assurbanipal,0x120db,5,0.4961,0.8322,skeleton,0,0
Assurbanipal,0x120db,6,0.7186,0.8959,network,0,0
Assurbanipal,0x120db,7,0.7345,0.8824,network,0,0
Assurbanipal,0x120db,8,0.7585,0.8766,network,0,0
Assurbanipal,0x120db,9,0.7972,0.9342,network,0,0
Assurbanipal,0x120db,10,0.7614,0.862,network,0,0
Assurbanipal,0x120db,11,0.752,0.752,skeleton,0,0
Assurbanipal,0x120db,12,0.6968,0.8546,network,0,0
Assurbanipal,0x120dc,1,0.5908,0.7322,skeleton,0,0
Assurbanipal,0x120dc,2,0.05,0.6872,network,0,1
Assurbanipal,0x120dc,3,0.8325,0.8661,network,0,0
Assurbanipal,0x120dc,4,0.8728,0.9161,network,0,0
Assurbanipal,0x120dc,5,0.6584,0.8723,network,0,0
Assurbanipal,0x120dc,6,0.7527,0.9363,network,0,0
Assurbanipal,0x120dc,7,0.719,0.7963,network,0,0
Assurbanipal,0x120dc,8,0.4668,0.9214,skeleton,0,0
Assurbanipal,0x120dc,9,0.6402,0.8948,network,0,0
Assurbanipal,0x120dc,10,0.7202,0.9252,network,0,0
Assurbanipal,0x120dc,11,0.4917,0.9086,network,0,0
Assurbanipal,0x120dc,12,0.6984,0.8952,network,0,0
Assurbanipal,0x120dc,13,0.7013,0.8454,network,0,0
Assurbanipal,0x120de,1,0.0075,0.9009,network,0,0
Assurbanipal,0x120de,2,0.658,0.7311,skeleton,0,0
Assurbanipal,0x120de,3,0.795,0.8594,network,0,0
Assurbanipal,0x120de,4,0.8561,0.8728,network,0,0
Assurbanipal,0x120de,5,0.4352,0.8075,skeleton,0,0
Assurbanipal,0x120de,6,0.6007,0.8911,network,0,0
Assurbanipal,0x120de,7,0.7299,0.9149,network,0,0
Assurbanipal,0x120de,8,0.7405,0.932,skeleton,0,0
Assurbanipal,0x120de,9,0.0003,0.9093,network,1,1
Assurbanipal,0x120de,10,0.3418,0.8783,network,0,0
Assurbanipal,0x120de,11,0.1694,0.9305,skeleton,1,0
Assurbanipal,0x120de,12,0.6549,0.8349,skeleton,0,0
Assurbanipal,0x120df,1,0.0072,0.8911,network,0,0
Assurbanipal,0x120df,2,0.6817,0.7642,skeleton,0,0
Assurbanipal,0x120df,3,0.8487,0.8537,network,0,0
Assurbanipal,0x120df,4,0.8416,0.9222,network,0,0
Assurbanipal,0x120df,5,0.8035,0.836,network,0,0
Assurbanipal,0x120df,6,0.5409,0.9634,network,0,0
Assurbanipal,0x120df,7,0.4446,0.756,skeleton,0,0
Assurbanipal,0x120df,8,0.6311,0.8981,network,0,0
Assurbanipal,0x120df,9,0.6663,0.9185,network,0,0
Assurbanipal,0x120df,10,0.7318,0.7318,network,0,0
Assurbanipal,0x120e0,1,0.6011,0.745,skeleton,0,0
Assurbanipal,0x120e0,2,0.05,0.9063,network,0,1
Assurbanipal,0x120e0,3,0.8129,0.8529,network,0,0
Assurbanipal,0x120e0,4,0.8314,0.8575,network,0,0
Assurbanipal,0x120e0,5,0.5804,0.5804,skeleton,0,0
Assurbanipal,0x120e0,6,0.688,0.8998,network,0,0
Assurbanipal,0x120e0,7,0.7502,0.859,network,0,0
Assurbanipal,0x120e0,8,0.6206,0.8289,network,0,0
Assurbanipal,0x120e0,9,0.6671,0.9182,network,0,0
Assurbanipal,0x120e0,10,0.7582,0.7876,network,0,0
Assurbanipal,0x120e1,1,0.05,0.8836,network,0,1
Assurbanipal,0x120e1,2,0.6536,0.7364,skeleton,0,0
Assurbanipal,0x120e1,3,0.821,0.8505,network,0,0
Assurbanipal,0x120e1,4,0.8771,0.9131,network,0,0
Assurbanipal,0x120e1,5,0.7921,0.897,network,0,0
Assurbanipal,0x120e1,6,0.427,0.8459,network,0,0
Assurbanipal,0x120e1,7,0.7921,0.9317,skeleton,0,0
Assurbanipal,0x120e1,8,0.008,0.4083,network,0,0
Assurbanipal,0x120e1,9,0.2836,0.941,network,0,0
Assurbanipal,0x120e1,10,0.05,0.8164,skeleton,0,1
Assurbanipal,0x120e1,11,0.6783,0.9414,skeleton,0,0
Assurbanipal,0x120e1,12,0.6783,0.7982,skeleton,0,0
Assurbanipal,0x120e1,13,0.5675,0.9033,skeleton,0,0
Assurbanipal,0x120e1,14,0.7225,0.8495,network,0,0
Assurbanipal,0x120e1,15,0.6393,0.8032,skeleton,0,0
Assurbanipal,0x120e2,1,0.6817,0.8532,skeleton,0,0
Assurbanipal,0x120e2,2,0.6939,0.7998,skeleton,0,0
Assurbanipal,0x120e2,3,0.8084,0.8791,network,0,0
Assurbanipal,0x120e2,4,0.8922,0.8922,network,0,0
Assurbanipal,0x120e2,5,0.6465,0.7417,network,0,0
Assurbanipal,0x120e2,6,0.5722,0.8158,network,0,0
Assurbanipal,0x120e2,7,0.8026,0.8449,network,0,0
Assurbanipal,0x120e2,8,0.7229,0.7921,network,0,0
Assurbanipal,0x120e3,1,0.2493,0.8454,skeleton,0,0
Assurbanipal,0x120e3,2,0.5607,0.7513,skeleton,0,0
